query_id,input_text,retrieved_indices,retrieved_scores,method
398,형이 되어서 그렇게 굴면 안 되.,"[28, 93, 14, 79, 17, 82, 30, 95, 7, 46, 72, 111, 160, 21, 86]","[171.0, 171.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
399,나뭇가지에 연이 걸린다.,"[42, 107, 3, 68, 22, 87, 24, 89, 63, 128, 163, 46, 111, 160]","[173.0, 173.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
400,이번 행사는 시민들에게 2014 아시아 경기 대회가 진정한 화합의 장이었다는 계기가 되었다.,"[142, 144, 153, 160, 161, 162, 163]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
401,날씨가 추우니 윗옷을 겹쳐 입어라.,"[27, 92, 45, 110, 2, 39, 67, 104, 14, 79, 26, 91, 160, 161, 163, 162]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
402,"다행입니다, 감사합니다.","[131, 163, 160, 161, 143, 144, 152]","[101.0, 82.0, 77.0, 77.0, 76.0, 76.0, 76.0]",method1_keyword_rule_based
403,일시: 10. 9.(월) 15:30 ~ 20:30,"[150, 160, 163, 17, 82, 24, 89, 54, 119, 59, 124]","[89.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
404,기름을 짓찌라도 조금은 남겨 두어야 한다.,"[14, 79, 42, 107, 55, 120, 163]","[99.0, 99.0, 94.0, 94.0, 91.0, 91.0, 82.0]",method1_keyword_rule_based
405,제가 매니큐어를 바를 때 그가 왔습니다.,"[163, 11, 76, 14, 79, 13, 78, 42, 107, 132, 160, 161]","[137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
406,판교는 벤처 기업의 강력한 허브로 성장 중이다.,"[163, 14, 79, 131, 36, 101, 142]","[82.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
407,거긴 주말엔 사람이 많을걸.,"[24, 89, 31, 96, 163, 6, 71, 14, 79, 16, 81]","[82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
408,해당 지침을 문서화해 놓은 것입니다.,"[14, 46, 79, 111, 160, 163, 7, 72]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
409,잘 먹겠습니다.,"[7, 72, 25, 90, 41, 106, 58, 123, 59, 124, 160, 161, 163]","[96.0, 96.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
410,그냥 흔하디 흔한 가게일 뿐이다.,"[22, 87, 160, 161, 162, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
411,솔루션을 찾았다.,[163],[77.0],method1_keyword_rule_based
412,요즘은 정보지식을 갖추는 것이 곧 경쟁력이다.,"[163, 160, 14, 79, 142]","[82.0, 82.0, 79.0, 79.0, 74.0]",method1_keyword_rule_based
413,나는 그녀의 등을 가볍게 토닥여 주었다.,"[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 160, 161, 162]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
414,그쪽이 먼저 선수를 처서 돈을 지불했다.,"[7, 14, 72, 79, 2, 67, 13, 78]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
415,"문방사우 종이, 붓, 먹, 벼루를 다 가져왔으니 이제 글만 쓰면 되겠다.","[150, 160, 161, 162, 163, 53, 118, 27, 92]","[93.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
416,제 실력을 확인해 보려고 합니다.,"[163, 11, 76, 14, 79, 13, 78, 42, 107, 149]","[137.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
417,이번 여름엔 순천만에서 하는 축제에 가보려고.,"[142, 144, 153, 149, 160, 161, 162, 163, 147]","[89.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
418,항상 윗어른을 공경해야 한다.,"[2, 62, 67, 127, 160]","[99.0, 99.0, 99.0, 99.0, 82.0]",method1_keyword_rule_based
419,그러면 혹시 추천하시는 애플리케이션은 없나요?,"[160, 163]","[82.0, 82.0]",method1_keyword_rule_based
420,"1장, 연구 목적 및 필요성","[3, 68, 52, 117, 143, 7, 72, 14, 79, 39, 104, 56, 121, 163, 59, 124, 149, 156]","[169.0, 169.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
421,남산 타워에 올라가다.,"[30, 95, 171, 46, 111, 163]","[94.0, 94.0, 89.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
422,카메라로 사진을 찍어요,"[163, 160, 155, 156]","[82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
423,미국에 가면 뒷마당에 칩멍크가 많다.,"[163, 46, 111, 149]","[82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
424,"철수야, 나랑 놀자!","[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 6, 71]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
425,대추를 서른두 번째 먹었다.,"[163, 7, 46, 72, 111]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
426,그럴 수 있어요. 하지만 저는 그렇게 생각하지 않아요.,"[30, 95, 27, 92, 160, 161, 162, 1, 66, 11, 76, 17, 82, 19, 84, 163, 59, 124]","[169.0, 169.0, 99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
427,솔직히 나라면 그 사람 결혼식에 갈 것 같진 않다.,"[53, 118, 160, 161, 162, 163, 46, 111, 30, 95, 45, 110, 149, 59, 124, 143, 147, 148]","[171.0, 171.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 76.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
428,어서 쾌차하시기를 바라요.,"[28, 93, 163, 160]","[99.0, 99.0, 82.0, 82.0]",method1_keyword_rule_based
429,"창호에 설치된 철물(돌쩌귀, 삼베목, 문고리, 등자쇠 등)에 손상은 없는가?","[163, 160, 14, 79, 148, 149, 150, 152, 156]","[82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
430,사장 딸이라고 특혜를 받으면 안 되지.,"[163, 13, 78, 40, 105]","[82.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
431,아래의 시계에 내가 저녁 식사 하는 시간을 시침과 분침으로 그려 보세요.,"[46, 111, 5, 70, 14, 79, 13, 78, 160, 161, 162, 163, 7, 72, 21, 86, 24, 89, 39, 104]","[137.0, 137.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
432,우리 장모님은 프라이드 치킨을 별로 좋아하지 않는다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 5, 70]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
433,올해는 텃밭에 강낭콩을 심었다.,"[17, 82, 14, 46, 79, 111, 9, 74]","[171.0, 171.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
434,다음 달 사흗날이면 완성될 것이다.,"[41, 106, 163, 0, 65, 11, 76, 14, 79, 45, 110, 148]","[91.0, 91.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
435,태평양은 세계 바다 면적의 반 정도를 차지한다.,"[178, 7, 46, 72, 111, 163, 149]","[91.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
436,"비가 올때, 우리는 백화점에서 쇼핑을 하고 있었다.","[163, 13, 78, 140, 145, 148, 2, 67, 4, 69, 14, 79, 17, 82, 21, 86, 23, 88, 56, 121, 160, 161, 162]","[137.0, 99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
437,아무 데나 앉으면 안 된다.,"[163, 14, 79, 52, 117, 7, 72, 10, 75, 160]","[137.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
438,"아범아, 내일은 에미와 처가에 다녀와라.","[24, 89, 13, 78, 46, 111, 160, 161, 162, 163, 39, 104, 139, 144]","[169.0, 169.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
439,그런 건 하면 안 돼.,"[7, 72, 62, 127, 142, 160, 161, 162, 45, 110, 163, 10, 75, 149, 52, 117, 59, 124]","[94.0, 94.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
440,이모작 작부체게는 다음과 같다.,"[163, 14, 79, 5, 70, 160, 161, 162]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
441,개업 후 천 손님이다.,"[163, 46, 111, 7, 72, 14, 79, 39, 104]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
442,스킨십은 천천히 하는 게 좋다.,"[163, 13, 78, 14, 79, 45, 110, 63, 128, 160, 161, 162, 59, 124, 149, 155]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
443,여자친구에게 프로포즈를 하려고 한다.,"[22, 87, 163, 160, 161, 162]","[94.0, 94.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
444,나는 마라탕을 한번도 먹어 본 적 없다.,"[46, 111, 163, 7, 72, 13, 78, 14, 79, 21, 86, 23, 88, 28, 30, 93, 95, 39, 104, 19, 84]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based
445,이 문장은 중의적 의미를 담고 있다.,"[160, 161, 162, 163, 142, 5, 70, 14, 79, 31, 96, 2, 67, 7, 72, 145]","[137.0, 137.0, 137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0]",method1_keyword_rule_based
446,이야기거리가 이제 다 떨어졌다.,"[14, 79, 31, 96, 13, 78, 160, 161, 162, 163]","[99.0, 99.0, 99.0, 99.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
447,나중에 사람들이 미추왕릉 앞에 대나무 잎이 수북이 쌓여 있는 것을 보고 적을 물리친 것이 선왕의 음덕임을 깨달았다.,"[148, 46, 111, 163, 58, 123, 59, 124, 145, 152]","[89.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
448,그럼 코코넛 껍질도 껍질인 것이지요?,"[59, 124, 160, 161, 162, 163]","[89.0, 89.0, 82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
449,여러 전시회에 출품할 만한 작품이었다.,"[160, 163, 59, 124, 151]","[77.0, 77.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
450,1:1 대응 관계,"[14, 79, 146, 149]","[94.0, 94.0, 89.0, 74.0]",method1_keyword_rule_based
451,흠뻑 젖은 머리는 밖에 비가 오고 있음을 짐작하게 했다.,"[2, 67, 12, 77, 42, 107, 11, 76]","[99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 94.0, 94.0]",method1_keyword_rule_based
452,신규 채용 여부는 신규 채용인 경우와 기존인 경우로 표기한다.,"[14, 79, 163]","[82.0, 82.0, 82.0]",method1_keyword_rule_based
453,2024년 1월 1일 이후에 실시하는 입원 진료부터 본인 부담율 감면이 적용될 예정이다.,"[160, 161, 162, 163, 59, 124, 149, 155]","[82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
454,"금액: 25,000원",[],[],method1_keyword_rule_based
455,기술이 나날이 발전하고 있다.,"[163, 45, 110, 46, 111, 160, 161, 162]","[82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
456,"너 어디 사니?"" 하고 물어보려다가 입을 다물었어요.","[7, 72, 13, 78, 14, 79, 131, 31, 96, 45, 110, 160, 161, 163, 145, 152]","[137.0, 137.0, 99.0, 99.0, 94.0, 94.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
457,어제 공원에서 재즈 뺀드가 공연을 했다.,"[14, 79, 44, 109, 168, 160, 163, 149]","[169.0, 169.0, 94.0, 94.0, 89.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
458,왼쪽에서 열셋째 그림은 합격이다.,"[7, 14, 72, 79, 160, 161, 162]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
459,올해 캘린더를 샀다.,"[14, 46, 79, 111, 163]","[82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
460,알아갈수록 더 좋게 느껴지는 사람이었다.,"[5, 70, 11, 76, 39, 104, 46, 111, 13, 78, 14, 79, 31, 96, 35, 100, 37, 102, 42, 107]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
461,장애인 뿐만 아니라 비장애인도 이용할 수 있다.,"[160, 161, 163, 162]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
462,크레딧 카드,"[160, 161, 162, 163]","[82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
463,여기는 모두 2014년도 졸업식에 참가한 사람들이다.,"[163, 5, 70, 142, 149, 152, 154]","[82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
464,그런 녹록치 않은 상황 속에서도 조국과 국민을 위해 헌신했던 그분들의 생애는 어릴 적 읽었던 위인전처럼 이 시대의 후배 경찰들에게 벅찬 감동과 큰 가르침을 주는 고마운 선물이 아닐 수 없습니다.,"[160, 163, 142, 161, 162, 1, 66, 7, 72, 14, 79, 23, 88, 33, 98, 48, 113, 61, 126, 149]","[137.0, 137.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
465,카드를 뒤집어 엎어보기까지는 누가 이겼는지 모른다.,"[160, 161, 162, 34, 99, 27, 92, 39, 104]","[82.0, 82.0, 82.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
466,바나나,"[46, 111, 163]","[77.0, 77.0, 77.0]",method1_keyword_rule_based
467,주책이 없어 자꾸 남의 말에 흔들리게 된다.,"[1, 66, 27, 92, 163, 160]","[169.0, 169.0, 169.0, 169.0, 82.0, 82.0]",method1_keyword_rule_based
468,이번에 새로 나온 브랜드예요.,"[142, 144, 153, 160, 161, 162, 163, 46, 111]","[89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
469,오늘 총 십오만칠천 명이 모였다.,"[160, 161, 162, 163, 11, 76, 14, 79, 149, 10, 75, 20, 85]","[82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 74.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
470,"네? 의, 의사라고요?","[7, 8, 72, 73, 163, 18, 83, 141, 145, 23, 88, 64, 129, 14, 79, 53, 118]","[137.0, 137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
471,알아서 좀 해.,"[46, 111, 14, 79, 20, 85, 7, 72, 160, 161, 162, 163, 136, 149, 150]","[137.0, 137.0, 137.0, 137.0, 99.0, 99.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
472,2023.4.17(월),"[17, 82, 24, 89, 54, 119, 59, 124]","[77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
473,너무 쩨쩨한 것 같아. 네 번으로 하자.,"[27, 92, 14, 79, 19, 84, 160, 161, 162, 163, 45, 110]","[169.0, 169.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0]",method1_keyword_rule_based
474,모차르트(오스트리아의 작곡가)는 고전파의 양식을 확립하였다.,"[163, 46, 111, 5, 70, 160, 161, 162, 23, 88]","[77.0, 77.0, 77.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
475,다음 주에 시험을 볼 테니 그리 알고 열심히 공부하세요.,"[163, 1, 66, 13, 78, 14, 79, 20, 85, 28, 47, 93, 112, 160, 148, 144]","[137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
476,그는 여전히 미심쩍어하는 눈치였다.,"[160, 161, 162, 30, 95, 45, 110, 163]","[137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
477,오늘은 무슨 일이 있어도 반듯이 이 일을 끝내고야 말겠다.,"[27, 92, 160, 161, 162, 163, 4, 69, 149]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0]",method1_keyword_rule_based
478,영화의 장면을 이야기할 때는 씬이라고 하는 거야.,"[160, 161, 162, 163]","[77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
479,허리를 터치하게 펴고 앉아라.,"[14, 79, 165, 52, 117, 23, 88, 163, 160]","[99.0, 99.0, 94.0, 94.0, 94.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
480,다희가 알았으면 엄청 화냈을걸?,"[163, 10, 75, 7, 72, 14, 79, 160]","[82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 72.0]",method1_keyword_rule_based
481,우리 동네까지 셔틀버스가 온다.,"[13, 78, 140, 145, 148, 23, 88, 163, 160, 161, 162, 7, 8, 72, 73]","[99.0, 99.0, 89.0, 89.0, 89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
482,백스테이지에는 관계자만 들어갈 수 있다.,"[30, 95, 160, 163, 161, 162]","[99.0, 99.0, 77.0, 77.0, 72.0, 72.0]",method1_keyword_rule_based
483,하마터면 잘못 갈뻔했다.,"[46, 111, 13, 78, 17, 82, 30, 95, 56, 121, 163, 59, 124]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 74.0, 74.0]",method1_keyword_rule_based
484,사람들은 예뻐지기 위해 입술 필러를 맞는다.,"[148, 163, 160, 14, 46, 79, 111, 58, 123, 59, 124, 145, 152, 149, 8, 73]","[89.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 72.0, 72.0]",method1_keyword_rule_based
485,친구랑 길을 걷다가 친구가 저에게 '너 너무 천천히 걸어. 나 한 걸음 걸을 때 너 다섯 걸음 걷는 것 같아.'라고 했습니다.,"[30, 95, 163, 31, 96, 42, 107, 10, 75, 13, 78, 14, 79, 46, 111]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
486,완전히 넌가 나간 얼굴이다.,"[45, 110, 163, 15, 30, 80, 95, 46, 111, 160]","[137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0]",method1_keyword_rule_based
487,여기는 무엇 하러 왔니?,"[45, 110, 163, 4, 69, 145, 149, 59, 124]","[99.0, 99.0, 82.0, 82.0, 82.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
488,금값이 역대 최고값을 경신하였다.,[163],[82.0],method1_keyword_rule_based
489,스테이크를 굽기 전에 겉면을 잘 브라우닝하면 더 풍미가 좋아진다.,"[163, 10, 75, 14, 79, 23, 88, 160, 161, 162]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
490,순영이는 집에서 무려 열두째이다.,"[13, 78, 26, 91, 42, 107, 63, 128, 4, 69, 163]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]",method1_keyword_rule_based
491,사실은 하나도 안 웃겨. 하고 속으로 생각했다.,"[14, 79, 163, 46, 111, 7, 72, 39, 104, 12, 77, 13, 78]","[109.0, 109.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 77.0]",method1_keyword_rule_based
492,너한테는 식은 죽 먹기겠지만 나한테는 아니다.,"[13, 78, 5, 70, 10, 75, 20, 85, 31, 96, 173, 174]","[99.0, 99.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 72.0, 72.0]",method1_keyword_rule_based
493,"윤석중 전집(1988), 70쪽 참조","[7, 72, 14, 79, 2, 67, 13, 78, 142]","[137.0, 137.0, 137.0, 137.0, 82.0, 82.0, 82.0, 82.0, 76.0]",method1_keyword_rule_based
494,오고 가는 시간에는 영어 단어를 짬짬이 외운다.,"[14, 79, 160, 161, 162, 163, 46, 111, 15, 30, 80, 95, 59, 124]","[94.0, 94.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 74.0, 74.0]",method1_keyword_rule_based
495,퇴근하며 사무실 문을 잘 잠궜다.,"[156, 163, 4, 69, 144, 142, 143, 151]","[91.0, 82.0, 77.0, 77.0, 74.0, 74.0, 74.0, 74.0]",method1_keyword_rule_based
496,영어는 '잉글리시'라고 발음한다.,"[160, 23, 88, 163]","[82.0, 72.0, 72.0, 72.0]",method1_keyword_rule_based
497,어머니를 도와 드리려 설거지를 하다가 그릇을 두 개나 깨버렸다.,"[163, 137, 23, 88, 26, 91, 160, 161, 162, 149, 155]","[137.0, 91.0, 82.0, 82.0, 82.0, 82.0, 77.0, 77.0, 77.0, 76.0, 76.0]",method1_keyword_rule_based
